player,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
Totally Not. monkeys Alt,-15.25675758300624,69.46002475484322,115.5353685367818,212.73303971054517,-80.62269219634328,-23.25920248488488,60.14255061855343,22.125783435350247,-45.30362909938224,28.60785448879514,-48.276876699212906,6.098564194455502,2.313126189277527,13.375888534450675,-3.702231392034705,-19.470480704468866,-18.221673903486245,42.85551895228775,38.92029699031948,-4.41421948216489,23.406871935285334,13.455078275904826,-10.297928675023172,-3.1492083375164377,-23.88605900431001,2.063974960201223,13.938036272630242,-11.806432009741666,-0.8954393318638458,-4.067608786877051,-11.09086808394803,-24.89265249643236,-10.89103731812764,1.985304032868065,-14.994716153660685,-5.434059952134597,10.50227922000754,24.479010346950343,-10.57181191492405,-7.713476543252783,11.457724541225533,-4.5195715900764,-11.149800239911654,11.133008804041866,17.031803568340713,-10.148630972797434,18.42455538079096,0.9242212966690944,14.884013936877514,-1.7029293771967928
tates3186,32.49805883417437,-21.18621950256889,5.416142605332146,-17.901810338974105,-15.658308645557424,-10.173571758122026,-13.587745424010954,5.545853407607519,11.224037067468098,16.32248873759316,8.884272999212373,16.045718949916285,13.313931566072398,4.001232792332919,1.473606996501094,-4.508083694814702,-1.6812266247677925,-7.504276857690256,3.364464320738853,16.61506338994523,-3.05307863683037,0.0051692101725641,10.059943606540068,-1.9288458624522895,5.0076061304908,10.32172400333499,11.751035141052188,4.559433152765705,3.6640294904439097,19.374866331834703,-0.7552704137027714,10.953670854980592,-5.5276535045325845,-3.6155943772195576,1.999255339209496,10.241882151960542,-2.99108754083716,0.4251010326065634,6.219380634281448,-3.2504160639436264,0.9564916509291518,8.738555294867439,-0.7059745017507161,2.868183805803696,-3.909094239950876,-2.522679943803696,-7.133360172952574,2.183862682848329,6.1699039155968265,13.506745534086043
secretpasser,-6.501470356794365,26.765571631672987,3.574324562108036,31.79840201466981,-20.612381001249148,5.515020217721291,-17.8057602041959,9.439614650200676,-8.760414769990343,21.088048541300697,-20.20147551920629,15.705932863824268,-1.145899067700658,9.496507416275684,-1.4510024156675727,-0.3347002889952446,1.1575678257098871,0.9670064724844132,10.50924950088794,3.687018562006024,-9.952142330012258,3.880449155587852,-9.477267721223145,4.333201025964237,-2.4378994314396176,5.54348037550665,6.014292529763893,-18.004153682289992,10.469660120623647,-7.738401755446861,-3.3375259710503635,8.821953373137097,-1.7052478449205752,-2.8565614549837157,-6.652265128416945,-1.1136538132521234,8.5058503133432,1.90161521126221,-4.1654899265297205,-5.065605022272376,-5.417683835144169,-4.1101831630258,-2.833384955649278,3.3517176418976407,-4.758959103710054,3.3365785452467573,5.823553100011403,-2.031853901334617,1.7264576080900544,-4.149227737589247
kieyrah,-20.376595729080503,35.48367178924022,-1.843721923308046,186.8382278302621,0.0263125500705526,64.72391494081906,-84.28519057444053,68.26854788607112,392.7506590243488,-165.3843673671123,16.875508959975786,47.62806050313752,-46.045834731224126,-38.53772710218968,-8.933676650437729,-5.046598641868603,-12.49101587201031,-15.888995294868575,-20.401744829881128,-28.52653605541844,15.593798628066056,7.089531551289662,-20.84418516971306,-18.32337574338156,-7.700889057701867,-11.784395760729211,-11.56820506270276,2.816247538628356,11.539227070564964,12.353246347154997,-14.5874975571824,22.319050522777456,-25.89175932077605,4.567019954084245,-7.533573982989547,9.138279741073292,0.7426960147915651,8.358978901107305,4.176176652209145,0.3198319476151206,9.574499630714952,3.611646385701148,-3.5677173335745724,0.0045239397809503,-1.4404059829781355,0.6784142033094255,1.491980796130661,8.99286554846743,-2.8564654553888573,-0.8228994955876731
Meat Mountain,16.89522624089557,-29.92944834134303,-16.50932320005079,51.19922316381321,20.857872334170995,27.891783980484284,-28.55713764692398,21.646493959138382,116.65699683537412,-43.78893327341097,7.282202025090581,18.937390206323112,-16.663680364475475,-13.98409095755627,-10.25655776889403,0.1392155404086112,0.2665407391161851,-5.545755426704619,-7.774889079583804,-15.02936105936706,10.23970700390594,2.66534503083364,-11.783320007940585,-11.744859838794948,-8.038782265568763,-1.9683861489792824,0.7062473990524106,1.3003204589322064,-5.8864330057088745,7.3967403036536465,-1.187324326504851,0.8614689308726879,4.395278019111677,-2.0492682400804907,-3.435595411953872,2.47795851882095,-0.9696457512168116,7.588510073360585,-12.277145456283066,-0.4744389801787404,5.01120077360646,1.1918815498136743,-0.7254459525385174,1.7548594230571477,1.5848838568454278,1.8458828472891935,-4.504723345523829,-5.047969804765983,4.347846768085861,0.2603796780371352
HorrorDesign,-15.64200683945137,9.776100602427832,-2.0792053959621097,-0.4590698422020646,-12.05670425312805,6.95165806049122,5.244542556794206,7.483827291882429,-0.9242599048622648,-7.609276569683449,3.835609126057993,-26.407232538940107,16.71282920626434,-1.4129828613100694,-2.3105989064789965,-15.352199142391994,22.6640474615248,-24.96944543823374,-0.9365813256186936,12.964619023584588,-15.755164013279432,-8.447606541380576,1.1453256762863226,-11.857209420939608,-2.511948544910084,2.442863170299658,-2.061364497653685,8.701669848067692,-9.954232143502606,10.07343043555854,8.131469912561476,1.409717852876189,-7.221686713873363,-10.415208723210752,5.504107549478019,-7.130379354507317,6.337918220113422,0.5411118750060178,-32.96394871793336,-31.55857895407424,-10.757661638031818,-6.825843578219834,-11.206397497122737,-17.101978797152693,-2.059353132106497,3.1583421206734097,-3.8709442981040585,9.019329274467571,-5.749667406982967,-4.673321111538471
Pextorial,-26.25036779179547,41.36162205355927,-16.162903759886714,-2.866934706560968,20.3936311977777,-2.356952815341958,17.38379524744809,31.02009404315795,0.6669983791217514,4.046581579875982,12.881655388395718,-17.28254595344028,17.313310569956034,-9.328994475606777,5.451051858818701,37.47509982757847,-12.613491037253112,-12.06090526564616,9.726039286956103,-5.281059343780559,-14.95454332156844,-13.458928498184878,-8.189816636229574,-8.499428045584702,14.837038151806729,2.438314273662166,-10.171076745576697,14.534867773595982,2.819533198967968,2.923555354330271,2.10334304401102,1.5251226387886463,6.235724334139553,27.18344993506738,-10.644471535566389,-2.737282374247278,24.83739947117789,-5.762683426332569,-13.194679916067887,47.05142703041731,-6.666930412503435,16.521189937926035,18.259361616912507,36.17299989831501,22.221866956248054,8.017151276214273,-3.225350840909456,-5.423349238699361,-6.829653790988266,7.837633901842409
Alexx,-38.33906797309121,24.135664783874763,-30.58173133984375,-10.16552753916557,-0.1399545443066374,-12.532708348138769,23.85427306881253,-45.22027039616601,8.676164011425817,-21.03670176105664,-42.60534258285315,-3.577474697951912,-13.833420053521374,1.514082794525295,-57.8362213394356,-35.46909047145242,4.040869308821554,26.37930078934956,34.125656520926334,-32.26053519002923,-10.124115566719226,5.513869045626915,23.61570369103222,-25.274136180169208,35.064274931565215,11.871486133082326,-40.48988637058732,-36.298735802274734,15.499200071157434,21.81457708994945,19.71070050545148,24.073654627746063,1.5878432599047974,3.3035689038084493,64.66189978833137,0.6324996491118215,33.90361800979082,-13.448482178851828,19.085788912220988,-10.848302581609476,-18.17808958045421,0.7876670447741951,-5.599414422895084,-10.417029661455452,17.669620893651697,10.892382069430711,-3.290602848068473,-20.806220430474166,1.8961982032026832,-3.1284837870894613
t4sss,-27.293835819865627,15.950920497470072,-40.236758272919786,2.084707217699085,-24.80617495496464,3.775469701787418,-35.67534565548169,17.90261983812542,-7.402361284115121,11.829951242794795,-72.5587757289001,60.37368713691385,-13.689294784844131,36.4945949400273,-19.6635632778416,-21.008305280507727,30.77658920638613,-1.674088871310133,-16.288608797895606,47.18336664679168,-59.93591618568557,64.29778563073282,-95.00931219316422,160.5984296489926,22.145807570207168,-69.39703683790525,-39.1326747616539,-24.66241677501385,0.4348179757536594,7.533972716540836,42.7609452331615,67.55267418449284,13.70127575201776,-26.934701027598813,-24.736199713023584,-5.61165158558974,-8.083256239513064,-4.93600073835176,-36.406840981395646,26.983088458322385,21.853275017362552,14.307851030362446,-0.6889492264229736,-1.128690669223056,-2.771007912017864,-5.223233330773916,-15.121942006677068,-2.9251315324960614,12.182260818839904,-3.5186403690567696
opie,-51.088664306316886,111.80529794566748,97.17795336530097,-42.026811562588485,8.904247940815203,223.2614459870716,-86.73224920448968,181.33962736761603,-67.36538257964779,103.87357299883828,-132.07411631743346,143.82869757161404,-51.1804788361033,-114.68109887286124,-32.30349041549164,-22.75164936445556,33.736793062996526,10.123703649873883,-23.952031301168084,-45.47248753073871,18.259536035429807,-8.604748545778882,31.334717496428496,-15.459293636981078,7.98659831512782,0.7978717418259157,-24.766241561610048,18.327735787174856,-2.540352255234232,15.288937796383106,2.927403582353368,-24.632325412913374,-19.309123059656432,1.078904894328756,-0.3196134031214138,-17.813191872501083,8.940143922430334,11.352592070308356,-8.852074346067008,-32.27659748681954,-14.620453907418977,4.497620647869567,-15.92889910007898,23.85948041577214,1.245264342292658,4.423703833049409,-11.50270339639536,0.1054118701359051,-28.28729325933758,4.72560818273317
