message_statistics_mean_words_per_line,message_statistics_median_words_per_line,message_statistics_stdev_words_per_line,message_statistics_mean_characters_per_line,message_statistics_median_characters_per_line,message_statistics_stdev_characters_per_line,word_statistics_mean_word_length,word_statistics_median_word_length,word_statistics_stdev_word_length,word_statistics_unique_words,word_statistics_fraction_one_letter_words,word_statistics_fraction_words_over_8_letters,capitalization_statistics_fraction_lowercase_messages,capitalization_statistics_fraction_uppercase_messages,capitalization_statistics_fraction_titlecase_messages,capitalization_statistics_mean_capital_letters_per_message,capitalization_statistics_fraction_messages_starting_uppercase,capitalization_statistics_fraction_all_caps_messages,punctuation_statistics_period_frequency,punctuation_statistics_comma_frequency,punctuation_statistics_question_mark_frequency,punctuation_statistics_exclamation_mark_frequency,punctuation_statistics_double_period_frequency,punctuation_statistics_double_comma_frequency,punctuation_statistics_double_question_mark_frequency,punctuation_statistics_double_exclamation_mark_frequency,punctuation_statistics_triple_period_frequency,punctuation_statistics_triple_comma_frequency,punctuation_statistics_triple_question_mark_frequency,punctuation_statistics_triple_exclamation_mark_frequency,character_repetition_statistics_elongated_word_frequency,character_repetition_statistics_average_repeated_character_length,internet_slang_statistics_lol_frequency,internet_slang_statistics_mta_frequency,internet_slang_statistics_mtx_frequency,internet_slang_statistics_lmao_frequency,internet_slang_statistics_lmfao_frequency,internet_slang_statistics_loam_frequency,internet_slang_statistics_fr_frequency,internet_slang_statistics_ngl_frequency,internet_slang_statistics_idk_frequency,internet_slang_statistics_imo_frequency,internet_slang_statistics_tbh_frequency,internet_slang_statistics_bro_frequency,internet_slang_statistics_rn_frequency,internet_slang_statistics_btw_frequency,internet_slang_statistics_ik_frequency,internet_slang_statistics_idgaf_frequency,internet_slang_statistics_u_frequency,internet_slang_statistics_ur_frequency,internet_slang_statistics_fuck_frequency,internet_slang_statistics_shit_frequency,internet_slang_statistics_nigga_frequency,internet_slang_statistics_nigger_frequency,internet_slang_statistics_fag_frequency,internet_slang_statistics_newfag_frequency,internet_slang_statistics_oldfag_frequency,internet_slang_statistics_bitch_frequency,internet_slang_statistics_cunt_frequency,internet_slang_statistics_ass_frequency,internet_slang_statistics_faggot_frequency,internet_slang_statistics_cock_frequency,internet_slang_statistics_dick_frequency,internet_slang_statistics_emoticon_frequency
6.019323335535565,4,7.519066497684146,31.818007957836382,22,64.203588425924,4.202089505052995,4,4.6872643233592814,39919,0.07479776143179255,0.04677880256421387,0.47597498398001103,0.03368420006855065,0.06345405864557824,1.2217116799380063,0.4603573575214469,0.033510339723114985,0.0032780731462736267,0.0030890204907952244,0.002475394017368929,0.0008601971505874785,0.00048754091536904246,5.2977125234139974e-06,0.00018178722116057744,0.00021417894916088016,0.0003552494654986472,3.329990729003084e-06,8.673112216903486e-05,0.00011564149622537982,0.0028518566143498677,7.227933261571582,0.004209805570866835,0.0007322113191352043,4.09514160590159e-05,0.001988600763825812,0.0005495680035119935,0.00011548299328642485,0.0001908335988350141,0.00012858744642530993,0.0007469538289164501,4.750364262845845e-05,0.00025144169460235765,0.000641299175484189,0.0005184449273071414,0.000285840884091931,0.0001900145705138338,1.2285424817704772e-05,0.0043113650826931945,0.0015070121109717852,0.0020197238400306646,0.003163906404719569,0.0005274542388401249,0.00019656679708327635,0.0002579939211718002,0.00016462469255724394,7.780769051213022e-05,0.00034644897985927457,0.00018428137226557157,0.0007256590925657618,0.0002776506008801278,0.00010237854014753976,0.000285840884091931,0.000950072852569169
